Constantinople, Offensive, Poisoned, Betrayal, Size Increase, End Rounds, Given Rounds, Result, O_Casualty,T_Casualty
1,1 ,0,1,5,140,300,Tamerlane WON,0.770769,0.997405
1,1 ,0,1,5,137,300,Tamerlane WON,0.732517,0.965863
1,1 ,0,1,5,138,300,Tamerlane WON,0.700812,0.99941
1,2 ,0,1,0,91,300,Tamerlane WON,0.868836,0.593107
1,2 ,0,1,0,84,300,Tamerlane WON,0.838071,0.586067
1,2 ,0,1,0,94,300,Tamerlane WON,0.891115,0.62934
1,2 ,0,1,0,95,300,Tamerlane WON,0.962607,0.59969
1,2 ,0,1,0,92,300,Tamerlane WON,0.887631,0.661286
1,2 ,0,1,0,86,300,Tamerlane WON,0.847927,0.61712
1,2 ,0,1,0,89,300,Tamerlane WON,0.859631,0.620673
1,2 ,0,1,0,94,300,Tamerlane WON,0.909952,0.630141
1,2 ,0,1,0,84,300,Tamerlane WON,0.859726,0.561077
1,2 ,0,1,0,82,300,Tamerlane WON,0.871202,0.568
1,2 ,0,1,1,88,300,Tamerlane WON,0.895323,0.698455
1,2 ,0,1,1,95,300,Tamerlane WON,0.877247,0.722163
1,2 ,0,1,1,95,300,Tamerlane WON,0.902667,0.72598
1,2 ,0,1,1,73,300,Tamerlane WON,0.890656,0.680953
1,2 ,0,1,1,105,300,Tamerlane WON,0.890954,0.710943
1,2 ,0,1,1,91,300,Tamerlane WON,0.845302,0.614893
1,2 ,0,1,1,95,300,Tamerlane WON,0.897897,0.715468
1,2 ,0,1,1,93,300,Tamerlane WON,0.853056,0.706943
1,2 ,0,1,1,91,300,Tamerlane WON,0.840423,0.637611
1,2 ,0,1,1,78,300,Tamerlane WON,0.932344,0.760313
1,2 ,0,1,2,102,300,Tamerlane WON,0.899717,0.807553
1,2 ,0,1,2,96,300,Tamerlane WON,0.892631,0.743205
1,2 ,0,1,2,96,300,Tamerlane WON,0.854604,0.783744
1,2 ,0,1,2,100,300,Tamerlane WON,0.84936,0.803697
1,2 ,0,1,2,97,300,Tamerlane WON,0.870742,0.739412
1,2 ,0,1,2,92,300,Tamerlane WON,0.864955,0.804923
1,2 ,0,1,2,96,300,Tamerlane WON,0.874602,0.800779
1,2 ,0,1,2,90,300,Tamerlane WON,0.840602,0.753393
1,2 ,0,1,2,107,300,Tamerlane WON,0.919739,0.807562
1,2 ,0,1,2,70,300,Tamerlane WON,0.810329,0.72604
1,2 ,0,1,3,101,300,Tamerlane WON,0.855095,0.801366
1,2 ,0,1,3,95,300,Tamerlane WON,0.752642,0.80542
1,2 ,0,1,3,107,300,Tamerlane WON,0.886123,0.894297
1,2 ,0,1,3,106,300,Tamerlane WON,0.839767,0.878667
1,2 ,0,1,3,92,300,Tamerlane WON,0.754379,0.774521
1,2 ,0,1,3,95,300,Tamerlane WON,0.799033,0.84426
1,2 ,0,1,3,101,300,Tamerlane WON,0.847449,0.8693
1,2 ,0,1,3,96,300,Tamerlane WON,0.808083,0.795647
1,2 ,0,1,3,88,300,Tamerlane WON,0.781171,0.744047
1,2 ,0,1,3,98,300,Tamerlane WON,0.858878,0.84434
1,2 ,0,1,4,98,300,Tamerlane WON,0.748778,0.846686
1,2 ,0,1,4,97,300,Tamerlane WON,0.773978,0.892917
1,2 ,0,1,4,101,300,Tamerlane WON,0.816449,0.865266
1,2 ,0,1,4,100,300,Tamerlane WON,0.807978,0.886093
1,2 ,0,1,4,96,300,Tamerlane WON,0.791575,0.883067
1,2 ,0,1,4,92,300,Tamerlane WON,0.762717,0.850505
1,2 ,0,1,4,104,300,Tamerlane WON,0.805289,0.886244
1,2 ,0,1,4,125,300,Tamerlane WON,0.923026,0.989367
1,2 ,0,1,4,102,300,Tamerlane WON,0.798553,0.864667
1,2 ,0,1,4,102,300,Tamerlane WON,0.796148,0.884343
1,2 ,0,1,5,110,300,Tamerlane WON,0.787632,0.934359
1,2 ,0,1,5,108,300,Tamerlane WON,0.773113,0.964583
1,2 ,0,1,5,105,300,Tamerlane WON,0.761825,0.959848
1,2 ,0,1,5,102,300,Tamerlane WON,0.78128,0.916027
1,2 ,0,1,5,103,300,Tamerlane WON,0.826997,0.95543
1,2 ,0,1,5,106,300,Tamerlane WON,0.794247,0.93862
1,2 ,0,1,5,110,300,Tamerlane WON,0.800909,0.944766
1,2 ,0,1,5,109,300,Tamerlane WON,0.825899,0.941927
1,2 ,0,1,5,119,300,Tamerlane WON,0.835313,0.971458
1,2 ,0,1,5,108,300,Tamerlane WON,0.794048,0.947477
0,0 ,1,1,0,81,300,Tamerlane WON,0.829703,0.554797
0,0 ,1,1,0,90,300,Tamerlane WON,0.945038,0.617226
0,0 ,1,1,0,92,300,Tamerlane WON,0.92564,0.578789
0,0 ,1,1,0,90,300,Tamerlane WON,0.913083,0.592189
0,0 ,1,1,0,85,300,Tamerlane WON,0.87177,0.564456
0,0 ,1,1,0,77,300,Tamerlane WON,0.814762,0.553744
0,0 ,1,1,0,83,300,Tamerlane WON,0.835483,0.571126
0,0 ,1,1,0,90,300,Tamerlane WON,0.936153,0.628808
0,0 ,1,1,0,74,300,Tamerlane WON,0.893437,0.557014
0,0 ,1,1,0,84,300,Tamerlane WON,0.819585,0.559326
0,0 ,1,1,1,89,300,Tamerlane WON,0.901495,0.690781
0,0 ,1,1,1,82,300,Tamerlane WON,0.80624,0.622478
0,0 ,1,1,1,83,300,Tamerlane WON,0.863224,0.619176
0,0 ,1,1,1,92,300,Tamerlane WON,0.890321,0.577367
0,0 ,1,1,1,94,300,Tamerlane WON,0.932208,0.704566
0,0 ,1,1,1,91,300,Tamerlane WON,0.927787,0.733778
0,0 ,1,1,1,85,300,Tamerlane WON,0.876952,0.697295
0,0 ,1,1,1,93,300,Tamerlane WON,0.923264,0.658837
0,0 ,1,1,1,93,300,Tamerlane WON,0.863536,0.634431
0,0 ,1,1,1,79,300,Tamerlane WON,0.737288,0.624182
0,0 ,1,1,2,93,300,Tamerlane WON,0.861641,0.73804
0,0 ,1,1,2,101,300,Tamerlane WON,0.939649,0.823712
0,0 ,1,1,2,92,300,Tamerlane WON,0.806056,0.713403
0,0 ,1,1,2,86,300,Tamerlane WON,0.794646,0.705226
0,0 ,1,1,2,86,300,Tamerlane WON,0.789806,0.670013
0,0 ,1,1,2,93,300,Tamerlane WON,0.874674,0.711789
0,0 ,1,1,2,93,300,Tamerlane WON,0.843528,0.715124
0,0 ,1,1,2,92,300,Tamerlane WON,0.815804,0.718906
0,0 ,1,1,2,93,300,Tamerlane WON,0.895514,0.703556
0,0 ,1,1,2,87,300,Tamerlane WON,0.790387,0.722034
0,0 ,1,1,3,100,300,Tamerlane WON,0.888692,0.800316
0,0 ,1,1,3,97,300,Tamerlane WON,0.83695,0.804414
0,0 ,1,1,3,87,300,Tamerlane WON,0.780571,0.731529
0,0 ,1,1,3,96,300,Tamerlane WON,0.816461,0.756571
0,0 ,1,1,3,93,300,Tamerlane WON,0.856548,0.830611
0,0 ,1,1,3,90,300,Tamerlane WON,0.791623,0.769275
0,0 ,1,1,3,91,300,Tamerlane WON,0.764373,0.802254
0,0 ,1,1,3,88,300,Tamerlane WON,0.739978,0.681699
0,0 ,1,1,3,97,300,Tamerlane WON,0.881908,0.889038
0,0 ,1,1,3,100,300,Tamerlane WON,0.881759,0.815966
0,0 ,1,1,4,94,300,Tamerlane WON,0.785489,0.853089
0,0 ,1,1,4,93,300,Tamerlane WON,0.810827,0.82027
0,0 ,1,1,4,102,300,Tamerlane WON,0.839468,0.836352
0,0 ,1,1,4,98,300,Tamerlane WON,0.830684,0.858629
0,0 ,1,1,4,100,300,Tamerlane WON,0.811797,0.830849
0,0 ,1,1,4,90,300,Tamerlane WON,0.740756,0.812719
0,0 ,1,1,4,95,300,Tamerlane WON,0.797613,0.813172
0,0 ,1,1,4,106,300,Tamerlane WON,0.856468,0.881718
0,0 ,1,1,4,98,300,Tamerlane WON,0.818901,0.832056
0,0 ,1,1,4,95,300,Tamerlane WON,0.76538,0.821533
0,0 ,1,1,5,89,300,Tamerlane WON,0.729392,0.84405
0,0 ,1,1,5,98,300,Tamerlane WON,0.780833,0.902227
0,0 ,1,1,5,91,300,Tamerlane WON,0.71774,0.817115
0,0 ,1,1,5,102,300,Tamerlane WON,0.819075,0.907691
0,0 ,1,1,5,94,300,Tamerlane WON,0.758267,0.860257
0,0 ,1,1,5,104,300,Tamerlane WON,0.834145,0.934767
0,0 ,1,1,5,92,300,Tamerlane WON,0.712467,0.895696
0,0 ,1,1,5,100,300,Tamerlane WON,0.738058,0.90345
0,0 ,1,1,5,97,300,Tamerlane WON,0.766543,0.875752
0,0 ,1,1,5,89,300,Tamerlane WON,0.70498,0.842669
0,1 ,1,1,0,111,300,Tamerlane WON,0.870071,0.668213
0,1 ,1,1,0,85,300,Tamerlane WON,0.943534,0.693394
0,1 ,1,1,0,114,300,Tamerlane WON,0.914699,0.686276
0,1 ,1,1,0,118,300,Tamerlane WON,0.923108,0.671192
0,1 ,1,1,0,111,300,Tamerlane WON,0.829449,0.646263
0,1 ,1,1,0,109,300,Tamerlane WON,0.914837,0.64932
0,1 ,1,1,0,98,300,Tamerlane WON,0.907995,0.64635
0,1 ,1,1,0,116,300,Tamerlane WON,0.914284,0.676171
0,1 ,1,1,0,110,300,Tamerlane WON,0.914812,0.685576
0,1 ,1,1,0,117,300,Tamerlane WON,0.890075,0.678976
0,1 ,1,1,1,110,300,Tamerlane WON,0.866516,0.743199
0,1 ,1,1,1,119,300,Tamerlane WON,0.885658,0.783398
0,1 ,1,1,1,112,300,Tamerlane WON,0.789053,0.701448
0,1 ,1,1,1,110,300,Tamerlane WON,0.844383,0.670747
0,1 ,1,1,1,120,300,Tamerlane WON,0.921626,0.796525
0,1 ,1,1,1,121,300,Tamerlane WON,0.899912,0.7599
0,1 ,1,1,1,115,300,Tamerlane WON,0.877938,0.773071
0,1 ,1,1,1,113,300,Tamerlane WON,0.845279,0.72971
0,1 ,1,1,1,112,300,Tamerlane WON,0.85695,0.725785
0,1 ,1,1,1,124,300,Tamerlane WON,0.905641,0.810418
0,1 ,1,1,2,127,300,Tamerlane WON,0.868359,0.850625
0,1 ,1,1,2,125,300,Tamerlane WON,0.890925,0.850451
0,1 ,1,1,2,124,300,Tamerlane WON,0.888207,0.850003
0,1 ,1,1,2,119,300,Tamerlane WON,0.817222,0.858579
0,1 ,1,1,2,134,300,Tamerlane WON,0.861432,0.923084
0,1 ,1,1,2,133,300,Tamerlane WON,0.87925,0.859934
0,1 ,1,1,2,118,300,Tamerlane WON,0.815846,0.844842
0,1 ,1,1,2,121,300,Tamerlane WON,0.85954,0.791268
0,1 ,1,1,2,85,300,Tamerlane WON,0.792404,0.799455
0,1 ,1,1,2,127,300,Tamerlane WON,0.866828,0.866653
0,1 ,1,1,3,132,300,Tamerlane WON,0.867877,0.969144
0,1 ,1,1,3,125,300,Tamerlane WON,0.853981,0.920103
0,1 ,1,1,3,126,300,Tamerlane WON,0.855635,0.940664
0,1 ,1,1,3,124,300,Tamerlane WON,0.850646,0.865666
0,1 ,1,1,3,140,300,Tamerlane WON,0.830201,0.967877
0,1 ,1,1,3,128,300,Tamerlane WON,0.797799,0.902973
0,1 ,1,1,3,118,300,Tamerlane WON,0.788327,0.847557
0,1 ,1,1,3,131,300,Tamerlane WON,0.787065,0.937357
0,1 ,1,1,3,120,300,Tamerlane WON,0.816555,0.89134
0,1 ,1,1,3,124,300,Tamerlane WON,0.7565,0.909095
0,1 ,1,1,4,130,300,Tamerlane WON,0.785885,0.947964
0,1 ,1,1,4,136,300,Tamerlane WON,0.835144,0.961822
0,1 ,1,1,4,123,300,Tamerlane WON,0.792764,0.931886
0,1 ,1,1,4,118,300,Tamerlane WON,0.724827,0.895745
0,1 ,1,1,4,127,300,Tamerlane WON,0.791695,0.933153
0,1 ,1,1,4,122,300,Tamerlane WON,0.719005,0.922475
0,1 ,1,1,4,120,300,Tamerlane WON,0.777757,0.918396
0,1 ,1,1,4,133,300,Tamerlane WON,0.818813,0.954233
0,1 ,1,1,4,129,300,Tamerlane WON,0.8245,0.963762
0,1 ,1,1,4,135,300,Tamerlane WON,0.79239,0.987532
0,1 ,1,1,5,140,300,Tamerlane WON,0.743144,1
0,1 ,1,1,5,129,300,Tamerlane WON,0.780484,0.986713
0,1 ,1,1,5,127,300,Tamerlane WON,0.759942,0.953366
0,1 ,1,1,5,137,300,Tamerlane WON,0.726634,0.988911
0,1 ,1,1,5,138,300,Tamerlane WON,0.700408,0.997022
0,1 ,1,1,5,142,300,Tamerlane WON,0.758141,1
0,1 ,1,1,5,134,300,Tamerlane WON,0.762233,0.978394
0,1 ,1,1,5,125,300,Tamerlane WON,0.735446,0.971479
0,1 ,1,1,5,134,300,Tamerlane WON,0.754152,0.9933
0,1 ,1,1,5,129,300,Tamerlane WON,0.798274,0.983952
0,2 ,1,1,0,87,300,Tamerlane WON,0.93302,0.644411
0,2 ,1,1,0,87,300,Tamerlane WON,0.935902,0.585899
0,2 ,1,1,0,85,300,Tamerlane WON,0.871553,0.57951
0,2 ,1,1,0,84,300,Tamerlane WON,0.77627,0.569693
0,2 ,1,1,0,89,300,Tamerlane WON,0.92683,0.585286
0,2 ,1,1,0,95,300,Tamerlane WON,0.938845,0.609805
0,2 ,1,1,0,88,300,Tamerlane WON,0.890602,0.543152
0,2 ,1,1,0,89,300,Tamerlane WON,0.947446,0.619082
0,2 ,1,1,0,84,300,Tamerlane WON,0.856523,0.527157
0,2 ,1,1,0,84,300,Tamerlane WON,0.889263,0.525109
0,2 ,1,1,1,87,300,Tamerlane WON,0.840626,0.653118
0,2 ,1,1,1,93,300,Tamerlane WON,0.849357,0.672877
0,2 ,1,1,1,96,300,Tamerlane WON,0.912799,0.71268
0,2 ,1,1,1,87,300,Tamerlane WON,0.860329,0.681381
0,2 ,1,1,1,91,300,Tamerlane WON,0.910086,0.650327
0,2 ,1,1,1,96,300,Tamerlane WON,0.920475,0.753367
0,2 ,1,1,1,95,300,Tamerlane WON,0.943752,0.672593
0,2 ,1,1,1,92,300,Tamerlane WON,0.894737,0.692088
0,2 ,1,1,1,70,300,Tamerlane WON,0.948059,0.71363
0,2 ,1,1,1,100,300,Tamerlane WON,0.919806,0.721508
0,2 ,1,1,2,101,300,Tamerlane WON,0.848411,0.831436
0,2 ,1,1,2,88,300,Tamerlane WON,0.764912,0.713735
0,2 ,1,1,2,102,300,Tamerlane WON,0.880961,0.729498
0,2 ,1,1,2,95,300,Tamerlane WON,0.903973,0.783684
0,2 ,1,1,2,101,300,Tamerlane WON,0.896448,0.835471
0,2 ,1,1,2,86,300,Tamerlane WON,0.80273,0.751656
0,2 ,1,1,2,91,300,Tamerlane WON,0.81808,0.733532
0,2 ,1,1,2,85,300,Tamerlane WON,0.727828,0.679771
0,2 ,1,1,2,96,300,Tamerlane WON,0.851086,0.729111
0,2 ,1,1,2,96,300,Tamerlane WON,0.888706,0.777253
0,2 ,1,1,3,101,300,Tamerlane WON,0.878385,0.846148
0,2 ,1,1,3,83,300,Tamerlane WON,0.782612,0.767215
0,2 ,1,1,3,95,300,Tamerlane WON,0.819874,0.784083
0,2 ,1,1,3,93,300,Tamerlane WON,0.802268,0.858816
0,2 ,1,1,3,100,300,Tamerlane WON,0.851939,0.837938
0,2 ,1,1,3,95,300,Tamerlane WON,0.859928,0.832323
0,2 ,1,1,3,93,300,Tamerlane WON,0.788703,0.799009
0,2 ,1,1,3,91,300,Tamerlane WON,0.823303,0.773267
0,2 ,1,1,3,100,300,Tamerlane WON,0.883647,0.849964
0,2 ,1,1,3,92,300,Tamerlane WON,0.819167,0.809421
0,2 ,1,1,4,98,300,Tamerlane WON,0.828725,0.860984
0,2 ,1,1,4,98,300,Tamerlane WON,0.786133,0.864606
0,2 ,1,1,4,98,300,Tamerlane WON,0.807333,0.865744
0,2 ,1,1,4,103,300,Tamerlane WON,0.839018,0.906594
0,2 ,1,1,4,93,300,Tamerlane WON,0.769207,0.883387
0,2 ,1,1,4,100,300,Tamerlane WON,0.839146,0.891704
0,2 ,1,1,4,105,300,Tamerlane WON,0.831093,0.923442
0,2 ,1,1,4,98,300,Tamerlane WON,0.782519,0.884549
0,2 ,1,1,4,99,300,Tamerlane WON,0.773646,0.884175
0,2 ,1,1,4,105,300,Tamerlane WON,0.829967,0.898249
0,2 ,1,1,5,110,300,Tamerlane WON,0.802204,0.943999
0,2 ,1,1,5,107,300,Tamerlane WON,0.747771,0.900923
0,2 ,1,1,5,104,300,Tamerlane WON,0.776418,0.896565
0,2 ,1,1,5,106,300,Tamerlane WON,0.834414,0.914807
0,2 ,1,1,5,110,300,Tamerlane WON,0.786248,0.94627
0,2 ,1,1,5,103,300,Tamerlane WON,0.79567,0.921194
0,2 ,1,1,5,105,300,Tamerlane WON,0.795066,0.940154
0,2 ,1,1,5,113,300,Tamerlane WON,0.848235,0.969066
0,2 ,1,1,5,103,300,Tamerlane WON,0.813726,0.933507
0,2 ,1,1,5,106,300,Tamerlane WON,0.804778,0.95328
1,0 ,1,1,0,81,300,Tamerlane WON,0.771479,0.5793
1,0 ,1,1,0,80,300,Tamerlane WON,0.842569,0.565347
1,0 ,1,1,0,93,300,Tamerlane WON,0.936766,0.626713
1,0 ,1,1,0,83,300,Tamerlane WON,0.876019,0.562101
1,0 ,1,1,0,79,300,Tamerlane WON,0.783912,0.507625
1,0 ,1,1,0,86,300,Tamerlane WON,0.925802,0.519529
1,0 ,1,1,0,90,300,Tamerlane WON,0.920226,0.582168
1,0 ,1,1,0,80,300,Tamerlane WON,0.816667,0.507912
1,0 ,1,1,0,85,300,Tamerlane WON,0.893033,0.606377
1,0 ,1,1,0,55,300,Tamerlane WON,0.741241,0.529798
1,0 ,1,1,1,83,300,Tamerlane WON,0.774704,0.60631
1,0 ,1,1,1,91,300,Tamerlane WON,0.906934,0.672481
1,0 ,1,1,1,92,300,Tamerlane WON,0.897889,0.630337
1,0 ,1,1,1,88,300,Tamerlane WON,0.830748,0.649118
1,0 ,1,1,1,96,300,Tamerlane WON,0.886499,0.685367
1,0 ,1,1,1,86,300,Tamerlane WON,0.841682,0.603872
1,0 ,1,1,1,86,300,Tamerlane WON,0.82536,0.657448
1,0 ,1,1,1,84,300,Tamerlane WON,0.849682,0.555958
1,0 ,1,1,1,88,300,Tamerlane WON,0.818056,0.648345
1,0 ,1,1,1,87,300,Tamerlane WON,0.860396,0.661613
1,0 ,1,1,2,87,300,Tamerlane WON,0.791242,0.662558
1,0 ,1,1,2,98,300,Tamerlane WON,0.887412,0.782418
1,0 ,1,1,2,84,300,Tamerlane WON,0.820645,0.743071
1,0 ,1,1,2,89,300,Tamerlane WON,0.843265,0.769805
1,0 ,1,1,2,92,300,Tamerlane WON,0.892404,0.761957
1,0 ,1,1,2,91,300,Tamerlane WON,0.923167,0.776343
1,0 ,1,1,2,92,300,Tamerlane WON,0.879779,0.748394
1,0 ,1,1,2,91,300,Tamerlane WON,0.84201,0.70464
1,0 ,1,1,2,95,300,Tamerlane WON,0.882056,0.766467
1,0 ,1,1,2,88,300,Tamerlane WON,0.840497,0.668801
1,0 ,1,1,3,91,300,Tamerlane WON,0.796893,0.816768
1,0 ,1,1,3,96,300,Tamerlane WON,0.831271,0.777175
1,0 ,1,1,3,95,300,Tamerlane WON,0.829032,0.808133
1,0 ,1,1,3,95,300,Tamerlane WON,0.822353,0.801848
1,0 ,1,1,3,91,300,Tamerlane WON,0.756286,0.751236
1,0 ,1,1,3,92,300,Tamerlane WON,0.83754,0.804182
1,0 ,1,1,3,84,300,Tamerlane WON,0.759394,0.648404
1,0 ,1,1,3,91,300,Tamerlane WON,0.732605,0.754148
1,0 ,1,1,3,90,300,Tamerlane WON,0.752188,0.720391
1,0 ,1,1,3,96,300,Tamerlane WON,0.864111,0.813756
1,0 ,1,1,4,93,300,Tamerlane WON,0.794162,0.804402
1,0 ,1,1,4,103,300,Tamerlane WON,0.890719,0.911896
1,0 ,1,1,4,105,300,Tamerlane WON,0.853765,0.901004
1,0 ,1,1,4,98,300,Tamerlane WON,0.783584,0.845649
1,0 ,1,1,4,93,300,Tamerlane WON,0.794238,0.80407
1,0 ,1,1,4,105,300,Tamerlane WON,0.888445,0.898498
1,0 ,1,1,4,94,300,Tamerlane WON,0.755867,0.820053
1,0 ,1,1,4,93,300,Tamerlane WON,0.807063,0.834889
1,0 ,1,1,4,86,300,Tamerlane WON,0.875111,0.881804
1,0 ,1,1,4,91,300,Tamerlane WON,0.734035,0.768958
1,0 ,1,1,5,91,300,Tamerlane WON,0.725684,0.854108
1,0 ,1,1,5,90,300,Tamerlane WON,0.754825,0.842372
1,0 ,1,1,5,96,300,Tamerlane WON,0.749091,0.883555
1,0 ,1,1,5,110,300,Tamerlane WON,0.845444,0.963059
1,0 ,1,1,5,94,300,Tamerlane WON,0.671328,0.850106
1,0 ,1,1,5,103,300,Tamerlane WON,0.823972,0.938082
1,0 ,1,1,5,107,300,Tamerlane WON,0.808478,0.945854
1,0 ,1,1,5,102,300,Tamerlane WON,0.791203,0.884857
1,0 ,1,1,5,97,300,Tamerlane WON,0.742796,0.876307
1,0 ,1,1,5,102,300,Tamerlane WON,0.817243,0.900422
1,1 ,1,1,0,82,300,Tamerlane WON,0.936905,0.671549
1,1 ,1,1,0,112,300,Tamerlane WON,0.826228,0.644754
1,1 ,1,1,0,113,300,Tamerlane WON,0.801667,0.611764
1,1 ,1,1,0,109,300,Tamerlane WON,0.859424,0.647199
1,1 ,1,1,0,118,300,Tamerlane WON,0.891917,0.714424
1,1 ,1,1,0,114,300,Tamerlane WON,0.82381,0.648202
1,1 ,1,1,0,114,300,Tamerlane WON,0.882243,0.682539
1,1 ,1,1,0,112,300,Tamerlane WON,0.891328,0.642377
1,1 ,1,1,0,108,300,Tamerlane WON,0.87297,0.614875
1,1 ,1,1,0,88,300,Tamerlane WON,0.91718,0.675657
1,1 ,1,1,1,97,300,Tamerlane WON,0.876658,0.752996
1,1 ,1,1,1,121,300,Tamerlane WON,0.907455,0.773589
1,1 ,1,1,1,113,300,Tamerlane WON,0.831228,0.758646
1,1 ,1,1,1,126,300,Tamerlane WON,0.887881,0.805421
1,1 ,1,1,1,117,300,Tamerlane WON,0.87386,0.784486
1,1 ,1,1,1,113,300,Tamerlane WON,0.871842,0.75289
1,1 ,1,1,1,111,300,Tamerlane WON,0.894413,0.780451
1,1 ,1,1,1,121,300,Tamerlane WON,0.87797,0.79868
1,1 ,1,1,1,101,300,Tamerlane WON,0.898684,0.752883
1,1 ,1,1,1,118,300,Tamerlane WON,0.930757,0.758506
1,1 ,1,1,2,115,300,Tamerlane WON,0.838197,0.810512
1,1 ,1,1,2,128,300,Tamerlane WON,0.832214,0.860007
1,1 ,1,1,2,120,300,Tamerlane WON,0.847335,0.830675
1,1 ,1,1,2,132,300,Tamerlane WON,0.936265,0.885329
1,1 ,1,1,2,122,300,Tamerlane WON,0.865234,0.885009
1,1 ,1,1,2,125,300,Tamerlane WON,0.858791,0.854265
1,1 ,1,1,2,121,300,Tamerlane WON,0.913079,0.885683
1,1 ,1,1,2,134,300,Tamerlane WON,0.861347,0.869428
1,1 ,1,1,2,115,300,Tamerlane WON,0.804571,0.815293
1,1 ,1,1,2,128,300,Tamerlane WON,0.886681,0.877859
1,1 ,1,1,3,112,300,Tamerlane WON,0.823496,0.864323
1,1 ,1,1,3,134,300,Tamerlane WON,0.896149,0.945155
1,1 ,1,1,3,128,300,Tamerlane WON,0.795601,0.920127
1,1 ,1,1,3,116,300,Tamerlane WON,0.802199,0.88733
1,1 ,1,1,3,131,300,Tamerlane WON,0.853559,0.93032
1,1 ,1,1,3,120,300,Tamerlane WON,0.794344,0.874519
1,1 ,1,1,3,119,300,Tamerlane WON,0.750535,0.892493
1,1 ,1,1,3,77,300,Tamerlane WON,0.774198,0.81316
1,1 ,1,1,3,140,300,Tamerlane WON,0.848316,0.98342
1,1 ,1,1,3,133,300,Tamerlane WON,0.79234,0.908081
1,1 ,1,1,4,129,300,Tamerlane WON,0.793931,0.922028
1,1 ,1,1,4,126,300,Tamerlane WON,0.811045,0.94297
1,1 ,1,1,4,137,300,Tamerlane WON,0.850739,0.965308
1,1 ,1,1,4,129,300,Tamerlane WON,0.829346,0.925259
1,1 ,1,1,4,130,300,Tamerlane WON,0.805107,0.959293
1,1 ,1,1,4,127,300,Tamerlane WON,0.825789,0.944465
1,1 ,1,1,4,146,300,Tamerlane WON,0.820674,0.999254
1,1 ,1,1,4,122,300,Tamerlane WON,0.699345,0.930743
1,1 ,1,1,4,121,300,Tamerlane WON,0.754633,0.942198
1,1 ,1,1,4,125,300,Tamerlane WON,0.73575,0.959577
1,1 ,1,1,5,145,300,Tamerlane WON,0.760058,0.99821
1,1 ,1,1,5,125,300,Tamerlane WON,0.74342,0.965543
1,1 ,1,1,5,141,300,Tamerlane WON,0.755234,0.993811
1,1 ,1,1,5,138,300,Tamerlane WON,0.743201,0.997971
1,1 ,1,1,5,136,300,Tamerlane WON,0.730233,0.999797
1,1 ,1,1,5,129,300,Tamerlane WON,0.780908,0.98201
1,1 ,1,1,5,136,300,Tamerlane WON,0.720007,0.994024
1,1 ,1,1,5,114,300,Tamerlane WON,0.733116,0.95405
1,1 ,1,1,5,130,300,Tamerlane WON,0.761165,0.985379
1,1 ,1,1,5,136,300,Tamerlane WON,0.73227,0.99489
1,2 ,1,1,0,88,300,Tamerlane WON,0.888446,0.58365
1,2 ,1,1,0,90,300,Tamerlane WON,0.945476,0.611044
1,2 ,1,1,0,89,300,Tamerlane WON,0.913952,0.604722
1,2 ,1,1,0,94,300,Tamerlane WON,0.93698,0.621455
1,2 ,1,1,0,51,300,Tamerlane WON,0.841235,0.572884
1,2 ,1,1,0,87,300,Tamerlane WON,0.909674,0.65062
1,2 ,1,1,0,87,300,Tamerlane WON,0.879649,0.575966
1,2 ,1,1,0,65,300,Tamerlane WON,0.909895,0.626413
1,2 ,1,1,0,87,300,Tamerlane WON,0.881468,0.580496
1,2 ,1,1,0,81,300,Tamerlane WON,0.84794,0.531212
1,2 ,1,1,1,89,300,Tamerlane WON,0.839082,0.634263
1,2 ,1,1,1,93,300,Tamerlane WON,0.85909,0.642795
1,2 ,1,1,1,88,300,Tamerlane WON,0.852231,0.700086
1,2 ,1,1,1,95,300,Tamerlane WON,0.893147,0.670255
1,2 ,1,1,1,89,300,Tamerlane WON,0.78784,0.613307
1,2 ,1,1,1,89,300,Tamerlane WON,0.873533,0.696081
1,2 ,1,1,1,88,300,Tamerlane WON,0.870581,0.66722
1,2 ,1,1,1,89,300,Tamerlane WON,0.81307,0.637532
1,2 ,1,1,1,70,300,Tamerlane WON,0.889693,0.671042
1,2 ,1,1,1,89,300,Tamerlane WON,0.824945,0.665286
1,2 ,1,1,2,93,300,Tamerlane WON,0.782735,0.697922
1,2 ,1,1,2,83,300,Tamerlane WON,0.767473,0.653933
1,2 ,1,1,2,95,300,Tamerlane WON,0.82881,0.729609
1,2 ,1,1,2,91,300,Tamerlane WON,0.876981,0.71321
1,2 ,1,1,2,98,300,Tamerlane WON,0.866259,0.74165
1,2 ,1,1,2,92,300,Tamerlane WON,0.852074,0.708568
1,2 ,1,1,2,100,300,Tamerlane WON,0.897582,0.7591
1,2 ,1,1,2,93,300,Tamerlane WON,0.862409,0.769697
1,2 ,1,1,2,98,300,Tamerlane WON,0.854405,0.77532
1,2 ,1,1,2,101,300,Tamerlane WON,0.910531,0.738843
1,2 ,1,1,3,96,300,Tamerlane WON,0.83397,0.787426
1,2 ,1,1,3,98,300,Tamerlane WON,0.870463,0.802781
1,2 ,1,1,3,100,300,Tamerlane WON,0.853684,0.830288
1,2 ,1,1,3,96,300,Tamerlane WON,0.799255,0.77334
1,2 ,1,1,3,98,300,Tamerlane WON,0.864869,0.847911
